Absentee Turnout ,"",0 REP - CHAIRMAN OF THE COUNCIL 0.00%,"","",(Final)
Provisional Turnout ,"","0 0.00% Write In, if any ",2 ,"",100.00%
Total... ,"",3 16.67% Total... ,2 ,"",100.00%
DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final) REP - AT-LARGE MEMBER OF THE COUNCIL ,"","",(Final)
Andy Miscuk ,"",15 6.91% Marcus Skelton ,5 ,"",100.00%
Eleanor Holmes Norton ,"","201 92.63% Write In, if any ",0 ,"",0.00%
"Write In, if any ","",1 0.46% Total... ,5 ,"",100.00%
Total... ,"",217 100.00% REP - UNITED STATES SENATOR ,"","",(Final)
DEM - MAYOR OF THE DISTRICT OF COLUMBIA ,"","(Final) Write In, if any ",3 ,"",100.00%
Vincent Orange ,"",2 0.91% Total... ,3 ,"",100.00%
Adrian Fenty ,"",164 74.55% REP - UNITED STATES REPRESENTATIVE ,"","",(Final)
Michael A. Brown ,"","2 0.91% Write In, if any ",2 ,"",100.00%
Linda Cropp ,"",45 20.45%,"","",""
Artee (RT) Milligan ,"",1 0.45% Total... ,2 ,"",100.00%
Marie Johns ,"",6 2.73% SG - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES ,"","",(Final)
Nestor Djonkam ,"","0 0.00% Write In, if any ",2 ,"",100.00%
"Write In, if any ","",0 0.00% Total... ,2 ,"",100.00%
Total... ,"",220 100.00% SG - MAYOR OF THE DISTRICT OF COLUMBIA ,"","",(Final)
DEM - CHAIRMAN OF THE COUNCIL ,"",(Final) Chris Otten ,2 ,"",66.67%
Vincent C. Gray ,"","132 61.97% Write In, if any ",1 ,"",33.33%
Kathy Patterson ,"",81 38.03% Total... ,3 ,"",100.00%
"Write In, if any ","",0 0.00%,"","",""
"","",SG - CHAIRMAN OF THE COUNCIL ,"","",(Final)
Total... ,"",213 100.00%,"","",""
"","","Write In, if any ",2 ,"",100.00%
DEM - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final) Total... ,2 ,"",100.00%
Phil Mendelson ,"",124 60.49%,"","",""
A. Scott Bolden ,"",80 39.02% SG - AT-LARGE MEMBER OF THE COUNCIL ,"","",(Final)
"Write In, if any ","",1 0.49% Ann C. Wilcox ,3 ,"",100.00%
"","","Write In, if any ",0,"",""
Total... ,"",205 100.00% ,"","",0.00%
"","",Total... ,3 ,"",100.00%
DEM - UNITED STATES SENATOR ,"",(Final),"","",""
Michael D. Brown ,"",147 73.87% SG - UNITED STATES SENATOR ,"","",(Final)
Philip Pannell ,"",52 26.13% Joyce Robinson-Paul ,3 ,"",100.00%
"",Primary Election,"",""
"","September 12, 2006","",""
"",Precinct Report,"",""
"",District Of Columbia,"",""
"",Certified Election Night Results ,"",""
Precinct 49 ,Precinct 50,"",""
SG - UNITED STATES SENATOR ,(Final) Registration & Turnout ,"","2,251"
"Write In, if any ",0 0.00% Election Day Turnout ,970 ,43.09%
Total... ,3 100.00% Absentee Turnout ,53 ,2.35%
"",Provisional Turnout ,14 ,0.62%
SG - UNITED STATES REPRESENTATIVE ,(Final),"",""
Keith R. Ware ,3 Total... 100.00%,"1,037 ",46.07%
"Write In, if any ",0 0.00% Democratic Registration & Turnout ,"","1,876"
Total... ,3 100.00% Election Day Turnout ,935 ,49.84%
"",Absentee Turnout ,52 ,2.77%
"",Provisional Turnout ,14 ,0.75%
"",Total... ,"1,001 ",53.36%
"",Republican Registration & Turnout ,"",351
"",Election Day Turnout ,32 ,9.12%
"",Absentee Turnout ,1 ,0.28%
"",Provisional Turnout ,0 ,0.00%
"",Total... ,33 ,9.40%
"",DC Statehood Green Party Registration & Turnout ,"",24
"",Election Day Turnout ,3 ,12.50%
"",Absentee Turnout ,0 ,0.00%
"",Provisional Turnout ,0 ,0.00%
"",Total... ,3 ,12.50%
"",DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final)
"",Andy Miscuk ,89 ,9.25%
"",Eleanor Holmes Norton ,864 ,89.81%
"","Write In, if any ",9 ,0.94%
"",Total... ,962 ,100.00%
"",DEM - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final)
"",Vincent Orange ,13 ,1.30%
"",Adrian Fenty ,622 ,62.32%
"",Michael A. Brown ,2 ,0.20%
"",Linda Cropp ,210 ,21.04%
"",Artee (RT) Milligan ,0 ,0.00%
"",Marie Johns ,148 ,14.83%
"",Nestor Djonkam ,0 ,0.00%
"","Write In, if any ",3 ,0.30%
"",Total... ,998 ,100.00%
"",DEM - CHAIRMAN OF THE COUNCIL ,"",(Final)
"",Vincent C. Gray ,288 ,29.60%
"",Kathy Patterson ,685 ,70.40%
"","Write In, if any ",0 ,0.00%
"",Total... ,973 ,100.00%
"",DEM - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final)
"",Phil Mendelson ,777 ,83.82%
"",A. Scott Bolden ,147 ,15.86%
"","Write In, if any ",3 ,0.32%
"",Total... ,927 ,100.00%
"",DEM - WARD THREE MEMBER OF THE COUNCIL ,"",(Final)
"",Bill Rice ,44 ,4.49%
"",Paul Strauss ,177 ,18.08%
"",Jonathan Rees ,0 ,0.00%
"",Primary Election,"",""
"","September 12, 2006","",""
"",Precinct Report,"",""
"",District Of Columbia,"",""
"",Certified Election Night Results ,"",""
Precinct 50 ,Precinct 50,"",""
DEM - WARD THREE MEMBER OF THE COUNCIL ,(Final) SG - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final)
Sam Brooks ,43 4.39% Chris Otten ,0 ,0.00%
Erik S. Gaull ,"42 4.29% Write In, if any ",3 ,100.00%
Eric Goulet ,18 1.84% Total... ,3 ,100.00%
Cathy Wiss ,41 4.19%,"",""
Mary M. Cheh ,391 SG - CHAIRMAN OF THE COUNCIL 39.94%,"",(Final)
Robert Gordon ,"221 22.57% Write In, if any ",3 ,100.00%
"Write In, if any ",2 0.20% Total... ,3 ,100.00%
Total... ,979 100.00% SG - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final)
DEM - UNITED STATES SENATOR ,(Final) Ann C. Wilcox ,0 ,0.00%
Michael D. Brown ,"410 65.81% Write In, if any ",3 ,100.00%
Philip Pannell ,194 31.14% Total... ,3 ,100.00%
"Write In, if any ",19 3.05% SG - WARD THREE MEMBER OF THE COUNCIL ,"",(Final)
Total... ,"623 100.00% Write In, if any ",3 ,100.00%
DEM - UNITED STATES REPRESENTATIVE ,(Final) Total... ,3 ,100.00%
Mike Panetta ,264 46.89% SG - UNITED STATES SENATOR ,"",(Final)
John J. Forster ,112 19.89% Joyce Robinson-Paul ,1 ,100.00%
James S. Bubar ,"164 29.13% Write In, if any ",0 ,0.00%
"Write In, if any ",23 4.09%,"",""
"",Total... ,1 ,100.00%
Total... ,563 100.00%,"",""
"",SG - UNITED STATES REPRESENTATIVE ,"",(Final)
REP - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,(Final) Keith R. Ware ,1 ,100.00%
"Write In, if any ","7 100.00% Write In, if any ",0 ,0.00%
Total... ,7 100.00% Total... ,1 ,100.00%
REP - MAYOR OF THE DISTRICT OF COLUMBIA ,(Final),"",""
David W. Kranich ,25 80.65%,"",""
"Write In, if any ",6 19.35%,"",""
Total... ,31 100.00%,"",""
REP - CHAIRMAN OF THE COUNCIL ,(Final),"",""
"Write In, if any ",8 100.00%,"",""
Total... ,8 100.00%,"",""
REP - AT-LARGE MEMBER OF THE COUNCIL ,(Final),"",""
Marcus Skelton ,29 100.00%,"",""
"Write In, if any ",0 0.00%,"",""
Total... ,29 100.00%,"",""
REP - WARD THREE MEMBER OF THE COUNCIL ,(Final),"",""
Theresa Conroy ,27 90.00%,"",""
"Write In, if any ",3 10.00%,"",""
Total... ,30 100.00%,"",""
REP - UNITED STATES SENATOR ,(Final),"",""
"Write In, if any ",4 100.00%,"",""
Total... ,4 100.00%,"",""
REP - UNITED STATES REPRESENTATIVE ,(Final),"",""
"Write In, if any ",4 100.00%,"",""
Total... ,4 100.00%,"",""
SG - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES ,(Final),"",""
"Write In, if any ",1 100.00%,"",""
Total... ,1 100.00%,"",""
"","",Primary Election,"","",""
"","","September 12, 2006","","",""
"","",Precinct Report,"","",""
"","",District Of Columbia,"","",""
"","",Certified Election Night Results ,"","",""
Precinct 51 ,"",Precinct 51,"","",""
Registration & Turnout ,"","3,676 DEM - UNITED STATES SENATOR ","","",(Final)
Election Day Turnout ,"","1755 47.74% Write In, if any ",29 ,"",2.47%
Absentee Turnout ,"",113 3.07% Total... ,"1,173 ","",100.00%
Provisional Turnout ,"",23 0.63%,"","",""
"","",DEM - UNITED STATES REPRESENTATIVE ,"","",(Final)
Total... ,"","1,891 51.44% Mike Panetta ",433 ,"",39.91%
Democratic Registration & Turnout ,"","3,009 John J. Forster ",134 ,"",12.35%
Election Day Turnout ,"",1690 56.16% James S. Bubar ,487 ,"",44.88%
Absentee Turnout ,"","110 3.66% Write In, if any ",31 ,"",2.86%
Provisional Turnout ,"",23 0.76% Total... ,"1,085 ","",100.00%
Total... ,"","1,823 60.58% REP - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ","","",(Final)
Republican Registration & Turnout ,"","621 Write In, if any ",10 ,"",100.00%
Election Day Turnout ,"",57 9.18% Total... ,10 ,"",100.00%
Absentee Turnout ,"",3 0.48%,"","",""
Provisional Turnout ,"",0 REP - MAYOR OF THE DISTRICT OF COLUMBIA 0.00%,"","",(Final)
"","",David W. Kranich ,32 ,"",56.14%
Total... ,"","60 9.66% Write In, if any ",25 ,"",43.86%
DC Statehood Green Party Registration & Turnout ,"",46 Total... ,57 ,"",100.00%
Election Day Turnout ,"",8 17.39%,"","",""
Absentee Turnout ,"",0 REP - CHAIRMAN OF THE COUNCIL 0.00%,"","",(Final)
Provisional Turnout ,"","0 0.00% Write In, if any ",15 ,"",100.00%
Total... ,"",8 17.39% Total... ,15 ,"",100.00%
DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final) REP - AT-LARGE MEMBER OF THE COUNCIL ,"","",(Final)
Andy Miscuk ,"",149 8.51% Marcus Skelton ,39 ,"",88.64%
Eleanor Holmes Norton ,"","1588 90.69% Write In, if any ",5 ,"",11.36%
"Write In, if any ","",14 0.80% Total... ,44 ,"",100.00%
Total... ,"","1,751 100.00% REP - UNITED STATES SENATOR ","","",(Final)
DEM - MAYOR OF THE DISTRICT OF COLUMBIA ,"","(Final) Write In, if any ",3 ,"",100.00%
Vincent Orange ,"",11 0.60% Total... ,3 ,"",100.00%
Adrian Fenty ,"",1228 67.47% REP - UNITED STATES REPRESENTATIVE ,"","",(Final)
Michael A. Brown ,"","6 0.33% Write In, if any ",4 ,"",100.00%
Linda Cropp ,"",371 20.38%,"","",""
Artee (RT) Milligan ,"",0 0.00% Total... ,4 ,"",100.00%
Marie Johns ,"",201 11.04% SG - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES ,"","",(Final)
Nestor Djonkam ,"","1 0.05% Write In, if any ",2 ,"",100.00%
"Write In, if any ","",2 0.11% Total... ,2 ,"",100.00%
Total... ,"","1,820 100.00% SG - MAYOR OF THE DISTRICT OF COLUMBIA ","","",(Final)
DEM - CHAIRMAN OF THE COUNCIL ,"",(Final) Chris Otten ,3 ,"",37.50%
Vincent C. Gray ,"","648 36.40% Write In, if any ",5 ,"",62.50%
Kathy Patterson ,"",1131 63.54% Total... ,8 ,"",100.00%
"Write In, if any ","",1 0.06%,"","",""
"","",SG - CHAIRMAN OF THE COUNCIL ,"","",(Final)
Total... ,"","1,780 100.00%","","",""
"","","Write In, if any ",3 ,"",100.00%
DEM - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final) Total... ,3 ,"",100.00%
Phil Mendelson ,"",1329 77.13%,"","",""
A. Scott Bolden ,"",386 22.40% SG - AT-LARGE MEMBER OF THE COUNCIL ,"","",(Final)
"Write In, if any ","",8 0.46% Ann C. Wilcox ,4 ,"",66.67%
"","","Write In, if any ",2,"",""
Total... ,"","1,723 100.00% ","","",33.33%
"","",Total... ,6 ,"",100.00%
DEM - UNITED STATES SENATOR ,"",(Final),"","",""
Michael D. Brown ,"",854 72.80% SG - UNITED STATES SENATOR ,"","",(Final)
Philip Pannell ,"",290 24.72% Joyce Robinson-Paul ,6 ,"",100.00%
"",Primary Election,"",""
"","September 12, 2006","",""
"",Precinct Report,"",""
"",District Of Columbia,"",""
"",Certified Election Night Results ,"",""
Precinct 51 ,Precinct 52,"",""
SG - UNITED STATES SENATOR ,(Final) Registration & Turnout ,"","1,498"
"Write In, if any ",0 0.00% Election Day Turnout ,664 ,44.33%
Total... ,6 100.00% Absentee Turnout ,32 ,2.14%
"",Provisional Turnout ,7 ,0.47%
SG - UNITED STATES REPRESENTATIVE ,(Final),"",""
Keith R. Ware ,5 Total... 100.00%,703 ,46.93%
"Write In, if any ",0 0.00% Democratic Registration & Turnout ,"","1,202"
Total... ,5 100.00% Election Day Turnout ,640 ,53.24%
"",Absentee Turnout ,31 ,2.58%
"",Provisional Turnout ,6 ,0.50%
"",Total... ,677 ,56.32%
"",Republican Registration & Turnout ,"",288
"",Election Day Turnout ,23 ,7.99%
"",Absentee Turnout ,1 ,0.35%
"",Provisional Turnout ,1 ,0.35%
"",Total... ,25 ,8.68%
"",DC Statehood Green Party Registration & Turnout ,"",8
"",Election Day Turnout ,1 ,12.50%
"",Absentee Turnout ,0 ,0.00%
"",Provisional Turnout ,0 ,0.00%
"",Total... ,1 ,12.50%
"",DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final)
"",Andy Miscuk ,53 ,8.02%
"",Eleanor Holmes Norton ,604 ,91.38%
"","Write In, if any ",4 ,0.61%
"",Total... ,661 ,100.00%
"",DEM - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final)
"",Vincent Orange ,3 ,0.44%
"",Adrian Fenty ,467 ,69.08%
"",Michael A. Brown ,2 ,0.30%
"",Linda Cropp ,138 ,20.41%
"",Artee (RT) Milligan ,1 ,0.15%
"",Marie Johns ,65 ,9.62%
"",Nestor Djonkam ,0 ,0.00%
"","Write In, if any ",0 ,0.00%
"",Total... ,676 ,100.00%
"",DEM - CHAIRMAN OF THE COUNCIL ,"",(Final)
"",Vincent C. Gray ,275 ,41.42%
"",Kathy Patterson ,387 ,58.28%
"","Write In, if any ",2 ,0.30%
"",Total... ,664 ,100.00%
"",DEM - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final)
"",Phil Mendelson ,475 ,73.76%
"",A. Scott Bolden ,167 ,25.93%
"","Write In, if any ",2 ,0.31%
"",Total... ,644 ,100.00%
"",DEM - UNITED STATES SENATOR ,"",(Final)
"",Michael D. Brown ,326 ,67.49%
"",Philip Pannell ,143 ,29.61%
"",Primary Election,"","",""
"","September 12, 2006","","",""
"",Precinct Report,"","",""
"",District Of Columbia,"","",""
"",Certified Election Night Results ,"","",""
Precinct 52 ,Precinct 52,"","",""
DEM - UNITED STATES SENATOR ,(Final) SG - UNITED STATES SENATOR ,"","",(Final)
"Write In, if any ","14 2.90% Write In, if any ","",0 ,0.00%
Total... ,483 100.00% Total... ,"",1 ,100.00%
DEM - UNITED STATES REPRESENTATIVE ,(Final) SG - UNITED STATES REPRESENTATIVE ,"","",(Final)
Mike Panetta ,222 50.57% Keith R. Ware ,"",1 ,100.00%
John J. Forster ,"62 14.12% Write In, if any ","",0 ,0.00%
James S. Bubar ,138 31.44% Total... ,"",1 ,100.00%
"Write In, if any ",17 3.87%,"","",""
Total... ,439 100.00%,"","",""
REP - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,(Final),"","",""
"Write In, if any ",8 100.00%,"","",""
Total... ,8 100.00%,"","",""
REP - MAYOR OF THE DISTRICT OF COLUMBIA ,(Final),"","",""
David W. Kranich ,15 62.50%,"","",""
"Write In, if any ",9 37.50%,"","",""
Total... ,24 100.00%,"","",""
REP - CHAIRMAN OF THE COUNCIL ,(Final),"","",""
"Write In, if any ",8 100.00%,"","",""
Total... ,8 100.00%,"","",""
REP - AT-LARGE MEMBER OF THE COUNCIL ,(Final),"","",""
Marcus Skelton ,15 93.75%,"","",""
"Write In, if any ",1 6.25%,"","",""
Total... ,16 100.00%,"","",""
REP - UNITED STATES SENATOR ,(Final),"","",""
"Write In, if any ",4 100.00%,"","",""
Total... ,4 100.00%,"","",""
REP - UNITED STATES REPRESENTATIVE ,(Final),"","",""
"Write In, if any ",3 100.00%,"","",""
Total... ,3 100.00%,"","",""
SG - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES ,(Final),"","",""
"Write In, if any ",0 0.00%,"","",""
Total... ,0 0.00%,"","",""
SG - MAYOR OF THE DISTRICT OF COLUMBIA ,(Final),"","",""
Chris Otten ,0 0.00%,"","",""
"Write In, if any ",1 100.00%,"","",""
Total... ,1 100.00%,"","",""
SG - CHAIRMAN OF THE COUNCIL ,(Final),"","",""
"Write In, if any ",0 0.00%,"","",""
Total... ,0 0.00%,"","",""
SG - AT-LARGE MEMBER OF THE COUNCIL ,(Final),"","",""
Ann C. Wilcox ,1 100.00%,"","",""
"Write In, if any ",0 0.00%,"","",""
Total... ,1 100.00%,"","",""
SG - UNITED STATES SENATOR ,(Final),"","",""
Joyce Robinson-Paul ,1 100.00%,"","",""
"","",Primary Election,"","",""
"","","September 12, 2006","","",""
"","",Precinct Report,"","",""
"","",District Of Columbia,"","",""
"","",Certified Election Night Results ,"","",""
Precinct 53 ,"",Precinct 53,"","",""
Registration & Turnout ,"","1,127 DEM - UNITED STATES SENATOR ","","",(Final)
Election Day Turnout ,"","457 40.55% Write In, if any ",10 ,"",2.48%
Absentee Turnout ,"",26 2.31% Total... ,403 ,"",100.00%
Provisional Turnout ,"",11 0.98%,"","",""
"","",DEM - UNITED STATES REPRESENTATIVE ,"","",(Final)
Total... ,"",494 43.83% Mike Panetta ,179 ,"",51.29%
Democratic Registration & Turnout ,"","1,013 John J. Forster ",100 ,"",28.65%
Election Day Turnout ,"",440 43.44% James S. Bubar ,50 ,"",14.33%
Absentee Turnout ,"","25 2.47% Write In, if any ",20 ,"",5.73%
Provisional Turnout ,"",11 1.09% Total... ,349 ,"",100.00%
Total... ,"",476 46.99% REP - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"","",(Final)
Republican Registration & Turnout ,"","97 Write In, if any ",1 ,"",100.00%
Election Day Turnout ,"",12 12.37% Total... ,1 ,"",100.00%
Absentee Turnout ,"",1 1.03%,"","",""
Provisional Turnout ,"",0 REP - MAYOR OF THE DISTRICT OF COLUMBIA 0.00%,"","",(Final)
"","",David W. Kranich ,5 ,"",41.67%
Total... ,"","13 13.40% Write In, if any ",7 ,"",58.33%
DC Statehood Green Party Registration & Turnout ,"",17 Total... ,12 ,"",100.00%
Election Day Turnout ,"",5 29.41%,"","",""
Absentee Turnout ,"",0 REP - CHAIRMAN OF THE COUNCIL 0.00%,"","",(Final)
Provisional Turnout ,"","0 0.00% Write In, if any ",5 ,"",100.00%
Total... ,"",5 29.41% Total... ,5 ,"",100.00%
DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final) REP - AT-LARGE MEMBER OF THE COUNCIL ,"","",(Final)
Andy Miscuk ,"",20 4.33% Marcus Skelton ,4 ,"",66.67%
Eleanor Holmes Norton ,"","435 94.16% Write In, if any ",2 ,"",33.33%
"Write In, if any ","",7 1.52% Total... ,6 ,"",100.00%
Total... ,"",462 100.00% REP - UNITED STATES SENATOR ,"","",(Final)
DEM - MAYOR OF THE DISTRICT OF COLUMBIA ,"","(Final) Write In, if any ",0 ,"",0.00%
Vincent Orange ,"",12 2.53% Total... ,0 ,"",0.00%
Adrian Fenty ,"",306 64.42% REP - UNITED STATES REPRESENTATIVE ,"","",(Final)
Michael A. Brown ,"","0 0.00% Write In, if any ",1 ,"",100.00%
Linda Cropp ,"",120 25.26%,"","",""
Artee (RT) Milligan ,"",1 0.21% Total... ,1 ,"",100.00%
Marie Johns ,"",35 7.37% SG - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES ,"","",(Final)
Nestor Djonkam ,"","0 0.00% Write In, if any ",3 ,"",100.00%
"Write In, if any ","",1 0.21% Total... ,3 ,"",100.00%
Total... ,"",475 100.00% SG - MAYOR OF THE DISTRICT OF COLUMBIA ,"","",(Final)
DEM - CHAIRMAN OF THE COUNCIL ,"",(Final) Chris Otten ,2 ,"",40.00%
Vincent C. Gray ,"","275 60.04% Write In, if any ",3 ,"",60.00%
Kathy Patterson ,"",180 39.30% Total... ,5 ,"",100.00%
"Write In, if any ","",3 0.66%,"","",""
"","",SG - CHAIRMAN OF THE COUNCIL ,"","",(Final)
Total... ,"",458 100.00%,"","",""
"","","Write In, if any ",4 ,"",100.00%
DEM - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final) Total... ,4 ,"",100.00%
Phil Mendelson ,"",253 56.35%,"","",""
A. Scott Bolden ,"",191 42.54%SG - AT-LARGE MEMBER OF THE COUNCIL,"","",(Final)
"Write In, if any ","",5 1.11% Ann C. Wilcox ,2 ,"",50.00%
"","","Write In, if any ",2,"",""
Total... ,"",449 100.00% ,"","",50.00%
"","",Total... ,4 ,"",100.00%
DEM - UNITED STATES SENATOR ,"",(Final),"","",""
Michael D. Brown ,"",291 72.21% SG - UNITED STATES SENATOR ,"","",(Final)
Philip Pannell ,"",102 25.31% Joyce Robinson-Paul ,3 ,"",75.00%
"",Primary Election,"",""
"","September 12, 2006","",""
"",Precinct Report,"",""
"",District Of Columbia,"",""
"",Certified Election Night Results ,"",""
Precinct 53 ,Precinct 54,"",""
SG - UNITED STATES SENATOR ,(Final) Registration & Turnout ,"","2,127"
"Write In, if any ",1 25.00% Election Day Turnout ,869 ,40.86%
Total... ,4 100.00% Absentee Turnout ,19 ,0.89%
"",Provisional Turnout ,8 ,0.38%
SG - UNITED STATES REPRESENTATIVE ,(Final),"",""
Keith R. Ware ,3 Total... 75.00%,896 ,42.13%
"Write In, if any ",1 25.00% Democratic Registration & Turnout ,"","1,954"
Total... ,4 100.00% Election Day Turnout ,856 ,43.81%
"",Absentee Turnout ,18 ,0.92%
"",Provisional Turnout ,8 ,0.41%
"",Total... ,882 ,45.14%
"",Republican Registration & Turnout ,"",135
"",Election Day Turnout ,9 ,6.67%
"",Absentee Turnout ,1 ,0.74%
"",Provisional Turnout ,0 ,0.00%
"",Total... ,10 ,7.41%
"",DC Statehood Green Party Registration & Turnout ,"",38
"",Election Day Turnout ,4 ,10.53%
"",Absentee Turnout ,0 ,0.00%
"",Provisional Turnout ,0 ,0.00%
"",Total... ,4 ,10.53%
"",DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final)
"",Andy Miscuk ,41 ,4.80%
"",Eleanor Holmes Norton ,806 ,94.38%
"","Write In, if any ",7 ,0.82%
"",Total... ,854 ,100.00%
"",DEM - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final)
"",Vincent Orange ,14 ,1.60%
"",Adrian Fenty ,602 ,68.72%
"",Michael A. Brown ,3 ,0.34%
"",Linda Cropp ,208 ,23.74%
"",Artee (RT) Milligan ,1 ,0.11%
"",Marie Johns ,44 ,5.02%
"",Nestor Djonkam ,3 ,0.34%
"","Write In, if any ",1 ,0.11%
"",Total... ,876 ,100.00%
"",DEM - CHAIRMAN OF THE COUNCIL ,"",(Final)
"",Vincent C. Gray ,537 ,63.93%
"",Kathy Patterson ,300 ,35.71%
"","Write In, if any ",3 ,0.36%
"",Total... ,840 ,100.00%
"",DEM - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final)
"",Phil Mendelson ,455 ,55.22%
"",A. Scott Bolden ,362 ,43.93%
"","Write In, if any ",7 ,0.85%
"",Total... ,824 ,100.00%
"",DEM - UNITED STATES SENATOR ,"",(Final)
"",Michael D. Brown ,550 ,75.03%
"",Philip Pannell ,173 ,23.60%
"",Primary Election,"","",""
"","September 12, 2006","","",""
"",Precinct Report,"","",""
"",District Of Columbia,"","",""
"",Certified Election Night Results ,"","",""
Precinct 54 ,Precinct 54,"","",""
DEM - UNITED STATES SENATOR ,(Final) SG - UNITED STATES SENATOR ,"","",(Final)
"Write In, if any ","10 1.36% Write In, if any ","",1 ,25.00%
Total... ,733 100.00% Total... ,"",4 ,100.00%
DEM - UNITED STATES REPRESENTATIVE ,(Final) SG - UNITED STATES REPRESENTATIVE ,"","",(Final)
Mike Panetta ,333 49.70% Keith R. Ware ,"",4 ,100.00%
John J. Forster ,"234 34.93% Write In, if any ","",0 ,0.00%
James S. Bubar ,89 13.28% Total... ,"",4 ,100.00%
"Write In, if any ",14 2.09%,"","",""
Total... ,670 100.00%,"","",""
REP - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,(Final),"","",""
"Write In, if any ",4 100.00%,"","",""
Total... ,4 100.00%,"","",""
REP - MAYOR OF THE DISTRICT OF COLUMBIA ,(Final),"","",""
David W. Kranich ,5 50.00%,"","",""
"Write In, if any ",5 50.00%,"","",""
Total... ,10 100.00%,"","",""
REP - CHAIRMAN OF THE COUNCIL ,(Final),"","",""
"Write In, if any ",3 100.00%,"","",""
Total... ,3 100.00%,"","",""
REP - AT-LARGE MEMBER OF THE COUNCIL ,(Final),"","",""
Marcus Skelton ,8 88.89%,"","",""
"Write In, if any ",1 11.11%,"","",""
Total... ,9 100.00%,"","",""
REP - UNITED STATES SENATOR ,(Final),"","",""
"Write In, if any ",0 0.00%,"","",""
Total... ,0 0.00%,"","",""
REP - UNITED STATES REPRESENTATIVE ,(Final),"","",""
"Write In, if any ",0 0.00%,"","",""
Total... ,0 0.00%,"","",""
SG - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES ,(Final),"","",""
"Write In, if any ",2 100.00%,"","",""
Total... ,2 100.00%,"","",""
SG - MAYOR OF THE DISTRICT OF COLUMBIA ,(Final),"","",""
Chris Otten ,1 25.00%,"","",""
"Write In, if any ",3 75.00%,"","",""
Total... ,4 100.00%,"","",""
SG - CHAIRMAN OF THE COUNCIL ,(Final),"","",""
"Write In, if any ",3 100.00%,"","",""
Total... ,3 100.00%,"","",""
SG - AT-LARGE MEMBER OF THE COUNCIL ,(Final),"","",""
Ann C. Wilcox ,2 50.00%,"","",""
"Write In, if any ",2 50.00%,"","",""
Total... ,4 100.00%,"","",""
SG - UNITED STATES SENATOR ,(Final),"","",""
Joyce Robinson-Paul ,3 75.00%,"","",""
"","",Primary Election,"","",""
"","","September 12, 2006","","",""
"","",Precinct Report,"","",""
"","",District Of Columbia,"","",""
"","",Certified Election Night Results ,"","",""
Precinct 55 ,"",Precinct 55,"","",""
Registration & Turnout ,"","2,540 DEM - UNITED STATES SENATOR ","","",(Final)
Election Day Turnout ,"","814 32.05% Write In, if any ",4 ,"",0.53%
Absentee Turnout ,"",10 0.39% Total... ,759 ,"",100.00%
Provisional Turnout ,"",50 1.97%,"","",""
"","",DEM - UNITED STATES REPRESENTATIVE ,"","",(Final)
Total... ,"",874 34.41% Mike Panetta ,278 ,"",41.00%
Democratic Registration & Turnout ,"","2,388 John J. Forster ",288 ,"",42.48%
Election Day Turnout ,"",798 33.42% James S. Bubar ,102 ,"",15.04%
Absentee Turnout ,"","9 0.38% Write In, if any ",10 ,"",1.47%
Provisional Turnout ,"",49 2.05% Total... ,678 ,"",100.00%
Total... ,"",856 35.85% REP - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"","",(Final)
Republican Registration & Turnout ,"","119 Write In, if any ",5 ,"",100.00%
Election Day Turnout ,"",13 10.92% Total... ,5 ,"",100.00%
Absentee Turnout ,"",0 0.00%,"","",""
Provisional Turnout ,"",1 REP - MAYOR OF THE DISTRICT OF COLUMBIA 0.84%,"","",(Final)
